pc11_district_id,pc11_state_id,pc11_subdistrict_id,secc_cons_rural,secc_cons_pc_rural,secc_pov_rate_rural,secc_pov_rate_tend_rural,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
014,01,00056,86455.54511521751,16912.804814428942,0.28856571585909924,0.20071778625379574,0.0,0.0,1.0,1.0
014,01,00057,78806.34100112019,17709.76454207591,0.3083978274496039,0.20407130036122811,0.0,0.0,1.0,1.0
014,01,00058,91315.87464060812,16009.73148056993,0.3040855811156694,0.1979245713448777,0.0,0.0,1.0,1.0
015,01,00059,87101.30079275474,16079.582265293308,0.3040770578372093,0.2027053211229519,0.0,0.0,1.0,1.0
015,01,00060,89310.4340497263,15612.6006136968,0.33357770426302547,0.2474364509751491,0.0,0.0,1.0,1.0
015,01,00061,70967.03455021937,13429.552787464849,0.4909900866374734,0.392248896612996,0.0,0.0,1.0,1.0
016,01,00062,78337.8572338968,15973.492645615335,0.3473585336434532,0.22129954846549107,0.0,0.0,1.0,1.0
016,01,00063,90491.67975565007,17688.70718196525,0.2439072262194092,0.1449465890536564,0.0,0.0,1.0,1.0
016,01,00064,83750.81148604913,15790.770494760094,0.32565586682781855,0.20343085727851318,0.0477124455758182,0.0477124455758182,1.0,1.0
016,01,00065,100912.73762670778,19080.306164534275,0.2219972203511467,0.13610074668018685,0.0106700678155913,0.0106700678155913,1.0,1.0
017,01,00066,75842.33167570422,15560.374051473715,0.39038856688991547,0.26838584291977696,0.0028643361261297,0.0028643361261297,1.0,1.0
017,01,00067,73614.30938899302,14307.205033214454,0.4575956511814726,0.33268399037556723,0.0,0.0,1.0,1.0
018,01,00068,87375.77233873087,17372.49703606329,0.32077505611390106,0.22436504975312088,0.0,0.0,1.0,1.0
018,01,00069,59882.96265705383,12406.485369763921,0.5531203301897216,0.42934974748630783,0.0,0.0,1.0,1.0
018,01,00070,69185.75608961046,15443.937942927478,0.38285266375510324,0.27521259147440374,0.0,0.0,1.0,1.0
018,01,00071,69445.94525739047,14530.132870374064,0.43320649733145566,0.31752608233417245,0.0,0.0,1.0,1.0
019,01,00072,99438.70582936412,18315.164273153106,0.2910558253270559,0.19994021093519318,0.0005229772589243,0.0005229772589243,1.0,1.0
019,01,00073,84080.02628134648,14501.358109038472,0.4053474460225225,0.27685965971075016,0.0,0.0,1.0,1.0
019,01,00074,82571.82146183455,14260.722839995753,0.4196921404533232,0.2959885091083886,0.0,0.0,1.0,1.0
019,01,00075,96976.52150515074,19255.245425381552,0.23667613133075924,0.15125614651246402,0.0,0.0,1.0,1.0
020,01,00076,74172.43005019713,13623.2746976933,0.474044378431931,0.33814200142593714,0.0013324946057642,0.0013324946057642,1.0,1.0
020,01,00077,96789.43572966754,20152.95975143716,0.30224533844074475,0.21063344184749797,0.0314672311697228,0.0314672311697228,1.0,1.0
021,01,00078,106494.8881735362,24014.619593681375,0.17662355462465312,0.12286880104223284,7.311778818686054e-05,7.311778818686054e-05,1.0,1.0
021,01,00079,120288.59292803332,24386.51637031964,0.13131778688840393,0.08579497462938084,0.0335884025413317,0.0335884025413317,1.0,1.0
021,01,00080,127685.47148264946,27311.548553825312,0.11163413018639108,0.07187033570297906,0.0114422957765595,0.0114422957765595,1.0,1.0
021,01,00081,128672.02482336115,26288.81441184394,0.10489280838285957,0.06730245421653383,0.0,0.0,1.0,1.0
022,01,00082,131330.10673387308,27450.2233774222,0.07990750715401493,0.05011750267718546,0.0125073977601278,0.0125073977601278,1.0,1.0
023,02,00083,77706.9588139709,16458.498950140962,0.3852935073262209,0.2831545518748727,0.0001059995760016,0.0001059995760016,1.0,1.0
023,02,00084,89289.5324253371,17023.42391289725,0.30326780090120303,0.19135761129135437,0.0001012812072719,0.0001012812072719,1.0,1.0
023,02,00085,97520.07017410958,18603.10070801294,0.2849921088104381,0.18148976643853,0.0061119339160182,0.0061119339160182,1.0,1.0
023,02,00086,97432.69357268716,18769.192558876006,0.2540099391098005,0.15759584120814027,0.0,0.0,1.0,1.0
023,02,00087,119500.65067041447,25486.56656669684,0.09304253138566752,0.04882326592812036,0.0,0.0,1.0,1.0
023,02,00088,105099.58621705511,22053.328264568623,0.14180918525849423,0.0854861582972352,0.0,0.0,1.0,1.0
023,02,00089,108958.4064816063,22553.11077945613,0.1129918292760722,0.06838499355870568,0.0,0.0,1.0,1.0
023,02,00090,100845.00467654315,21035.501521336944,0.19450451487727824,0.1276160624386121,0.0010858649259352,0.0010858649259352,1.0,1.0
023,02,00091,95094.08649756176,21005.628797727608,0.13279192121196232,0.07352766742878235,0.0033347523768979,0.0033347523768979,1.0,1.0
023,02,00092,101544.23320627949,23148.131507527658,0.12505738824113585,0.06539458715360386,0.0,0.0,1.0,1.0
024,02,00093,127357.27870467458,26934.396507005724,0.06609810123704947,0.03717921818666384,0.0,0.0,1.0,1.0
024,02,00094,126255.97865304563,26184.667928677474,0.08812858357138625,0.051746308011019745,0.0,0.0,1.0,1.0
024,02,00095,119783.34425552508,25079.042991264225,0.09216337333840863,0.05071654383941103,0.0,0.0,1.0,1.0
024,02,00096,121205.53017353443,29531.594042814573,0.08642688229758502,0.047987369843963915,0.0,0.0,1.0,1.0
024,02,00097,120262.0772320461,26126.63088124729,0.06266407853145965,0.031825554624230014,0.0,0.0,1.0,1.0
024,02,00098,122588.51454763644,27633.5843996425,0.0728181928015067,0.04310274973613463,0.0,0.0,1.0,1.0
024,02,00099,128501.85648891529,31753.962639145837,0.05748383453708423,0.032388249993877176,0.0,0.0,1.0,1.0
024,02,00100,127622.36164234651,27999.854039423662,0.057160258268112774,0.031113128720689394,0.0,0.0,1.0,1.0
024,02,00101,126016.69723299863,27812.212486481792,0.053212393721780576,0.027317871397421815,1.4084705418415666e-05,1.4084705418415666e-05,1.0,1.0
024,02,00102,117525.81442336123,26166.334232671572,0.07865097243658786,0.04407742479005338,0.0,0.0,1.0,1.0
024,02,00103,125469.27650141042,29075.95761364898,0.06249378262105869,0.03620545941500157,0.0,0.0,1.0,1.0
024,02,00104,124085.11408630024,27843.3054172784,0.05886606592741142,0.03145065102379017,0.0,0.0,1.0,1.0
024,02,00105,118957.2987745522,26905.83441845283,0.0565724020309776,0.03360965474506412,0.0,0.0,1.0,1.0
024,02,00106,120938.34145997865,27489.278097447186,0.05236008460616884,0.03106724005495562,0.0,0.0,1.0,1.0
024,02,00107,108051.67482989916,23512.4240706883,0.07443477092983865,0.0406611535643803,0.0,0.0,1.0,1.0
024,02,00108,130636.90002853976,32283.54564403824,0.03221999968800994,0.01719683803170608,0.0,0.0,1.0,1.0
024,02,00109,124729.6955502272,32007.31602369642,0.04568751039907418,0.023201594815916715,9.04200009042011e-05,9.04200009042011e-05,1.0,1.0
024,02,00110,115970.03574511006,31211.66758948908,0.05380970907585199,0.02960485473143999,0.0,0.0,1.0,1.0
024,02,00111,129464.01221876178,32072.808749238648,0.050088360523122065,0.029123049750050103,1.615221850725934e-05,1.615221850725934e-05,1.0,1.0
024,02,00112,121030.30820394128,29140.310820085662,0.056049245176692596,0.031662611320279095,0.0,0.0,1.0,1.0
024,02,00113,82754.71488275092,16837.85749949196,0.2761070314927895,0.1595745952004646,0.0,0.0,1.0,1.0
025,02,00114,93160.09630422253,19799.234086274293,0.2544611238181746,0.18390043812012963,0.0057374282821465,0.0057374282821465,1.0,1.0
025,02,00115,113110.5325097101,24698.12491451967,0.11819825735665423,0.07493328821652369,0.001565864161284,0.001565864161284,1.0,1.0
025,02,00116,92268.64831888155,22182.127138740914,0.23705784569170918,0.16682973717324973,0.0007224853496026,0.0007224853496026,1.0,1.0
026,02,00117,111322.92740907603,26508.388785410272,0.08937079516250865,0.047044448802608704,0.0,0.0,1.0,1.0
026,02,00118,104460.45667126864,22106.431454514997,0.15232285766311635,0.08737377130435921,0.0014184802814081,0.0014184802814081,1.0,1.0
026,02,00119,91843.11145718745,18804.458730471764,0.19728673930957588,0.10384376799537196,0.0,0.0,1.0,1.0
026,02,00120,90787.58448175121,18039.84459106382,0.20373110995427585,0.11155195827649521,0.0,0.0,1.0,1.0
026,02,00121,100924.9761704818,21156.975730216258,0.17538854589077002,0.11765906885332737,0.0,0.0,1.0,1.0
026,02,00122,101783.7416795087,23584.778795836944,0.09182088098175664,0.048101966365220045,0.0,0.0,1.0,1.0
027,02,00123,104406.95650090062,21882.865329218792,0.11684584047884895,0.0616934033539885,0.0003241688109082,0.0003241688109082,1.0,1.0
027,02,00124,117829.82812677723,30093.03449819404,0.05128680906757977,0.02739426215525,0.0001137297024073,0.0001137297024073,1.0,1.0
027,02,00125,119868.16855063487,29946.286389882218,0.0320191965372809,0.016031474290304888,0.0,0.0,1.0,1.0
