ac08_id,secc_cons_rural,secc_cons_pc_rural,secc_pov_rate_rural,secc_pov_rate_tend_rural,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share,_frag_pop_share
2008-07-015,137367.9921877001,28098.68545462744,0.06649396025676205,0.040980815588346584,0.0,0.0,0.0071434671318735,0.0390508947317586,1.0
2008-07-031,137367.9921877001,28098.68545462744,0.06649396025676205,0.040980815588346584,0.0,0.0,0.0372846568358082,0.0390508947317586,1.0
2008-07-034,137367.9921877001,28098.68545462744,0.06649396025676205,0.040980815588346584,0.0,0.0,0.0390508947317586,0.0390508947317586,1.0
2008-07-039,137367.9921877001,28098.68545462744,0.06649396025676205,0.040980815588346584,0.0,0.0,0.0123635353161846,0.0390508947317586,1.0
2008-07-043,137367.9921877001,28098.68545462744,0.06649396025676205,0.040980815588346584,0.0,0.0,0.0070901295573004,0.0390508947317586,1.0
2008-07-050,137367.9921877001,28098.68545462744,0.06649396025676205,0.040980815588346584,0.0,0.0,0.0081846836606494,0.0390508947317586,1.0
2008-07-052,137367.9921877001,28098.68545462744,0.06649396025676205,0.040980815588346584,0.0,0.0,0.0119052831048622,0.0390508947317586,1.0
2008-08-127,119320.34375,21770.857421875,0.09229829162359238,0.05073349550366402,0.0,0.0,0.3199761056015169,0.3199761056015169,1.0
2008-08-128,119320.34375,21770.857421875,0.09229829162359238,0.05073349550366402,0.0,0.0,0.1586901851942659,0.3199761056015169,1.0
2008-08-129,119320.34375,21770.857421875,0.09229829162359238,0.05073349550366402,0.0,0.0,0.2282441467256112,0.3199761056015169,1.0
2008-10-181,89525.9453125,19107.23828125,0.2127469778060913,0.14892713725566864,0.0,0.0,0.7821097889265888,0.7821097889265888,1.0
2008-16-006,73154.74792898209,17770.10429624545,0.2688187628465861,0.19536134780412454,0.0,0.0,0.0941060865171521,0.1247863232225732,1.0
2008-16-007,73154.74792898209,17770.10429624545,0.2688187628465861,0.19536134780412454,0.0,0.0,0.1247863232225732,0.1247863232225732,1.0
2008-16-008,73154.74792898209,17770.10429624545,0.2688187628465861,0.19536134780412454,0.0,0.0,0.1121886124097692,0.1247863232225732,1.0
2008-16-013,73154.74792898209,17770.10429624545,0.2688187628465861,0.19536134780412454,0.0,0.0,0.1146985954295655,0.1247863232225732,1.0
2008-16-014,73154.74792898209,17770.10429624545,0.2688187628465861,0.19536134780412454,0.0,0.0,0.0759595945968557,0.1247863232225732,1.0
2008-34-030,78422.8984375,21536.408203125,0.0697363018989563,0.03182942047715187,0.0,0.0,0.1712950463389004,0.8287049536610995,1.0
2008-29-175,119523.27858763967,27306.531092952297,0.03828972510056809,0.006381621118932107,0.0,0.0,0.0708192142718305,0.1030332038400952,1.0
2008-30-009,152012.078125,35502.8203125,0.01295230258256197,0.006167763378471136,0.0,0.0,0.1701734981701358,0.7295799878360281,1.0
2008-34-012,93256.2265625,26029.51953125,0.02360766939818859,0.010173470713198185,0.0,0.0,0.4111124910906413,0.5888875089093586,1.0
2008-34-019,89856.2265625,21017.5546875,0.1401577740907669,0.08016877621412277,0.0,0.0,0.0462751581212133,0.7616863296365749,1.0
2008-34-026,123453.1953125,31127.7109375,0.04579025134444237,0.02230428345501423,0.0,0.0,0.2446899982452217,0.7553100017547781,1.0
2008-22-065,73849.53125,15299.5048828125,0.412350594997406,0.35507968068122864,0.0,0.0,0.4041512241941456,0.4041512241941455,1.0
2008-01-001,81537.97178768217,16794.596916071376,0.34411120709706167,0.2461194872927927,0.0,0.0,1.0,1.0,0.0
2008-01-012,98837.58703349005,15948.318672489624,0.3126052817813491,0.19369775765530706,0.3633644673403544,0.3633644673403544,0.9798942334785884,0.7821322683719216,0.0922842789575384
2008-01-013,100525.05631770972,17103.71454456807,0.26107512306641534,0.1648791183249354,0.0670922913799715,0.0670922913799715,1.0,1.0,0.0
2008-01-014,94028.64119324776,15568.526941906113,0.33259412840664676,0.19709666510239698,0.099149107665635,0.099149107665635,1.0,1.0,0.0
2008-01-016,83053.64726963334,13610.848328794124,0.4770373581363917,0.3458085551161548,0.0,0.0,1.0,1.0,0.0
2008-01-020,117351.61087024916,19758.19138773105,0.1913388041670357,0.10787157423048933,0.0271040630182421,0.0271040630182421,1.0,1.0,0.0
2008-01-037,73506.7432438441,13443.032856593883,0.5035353795828624,0.35978568076814893,0.0,0.0,1.0,1.0,0.0
2008-01-038,74599.60675565623,13966.082399453466,0.4501955912239343,0.35300988890499163,0.0,0.0,1.0,1.0,0.0
2008-01-042,77628.31223312092,14093.161555654642,0.41619300167903894,0.2886568073182342,0.0,0.0,1.0,1.0,0.0
